state,county,Stname,ctyname,CENSUS2010POP
01,001,Alabama,Autauga County,54571
01,003,Alabama,Baldwin County,182265
01,005,Alabama,Barbour County,27457
01,007,Alabama,Bibb County,22915
01,009,Alabama,Blount County,57322
01,011,Alabama,Bullock County,10914
01,013,Alabama,Butler County,20947
01,015,Alabama,Calhoun County,118572
01,017,Alabama,Chambers County,34215
01,019,Alabama,Cherokee County,25989
01,021,Alabama,Chilton County,43643
01,023,Alabama,Choctaw County,13859
01,025,Alabama,Clarke County,25833
01,027,Alabama,Clay County,13932
01,029,Alabama,Cleburne County,14972
01,031,Alabama,Coffee County,49948
01,033,Alabama,Colbert County,54428
01,035,Alabama,Conecuh County,13228
01,037,Alabama,Coosa County,11539
01,039,Alabama,Covington County,37765
01,041,Alabama,Crenshaw County,13906
01,043,Alabama,Cullman County,80406
01,045,Alabama,Dale County,50251
01,047,Alabama,Dallas County,43820
01,049,Alabama,DeKalb County,71109
01,051,Alabama,Elmore County,79303
01,053,Alabama,Escambia County,38319
01,055,Alabama,Etowah County,104430
01,057,Alabama,Fayette County,17241
01,059,Alabama,Franklin County,31704
01,061,Alabama,Geneva County,26790
01,063,Alabama,Greene County,9045
01,065,Alabama,Hale County,15760
01,067,Alabama,Henry County,17302
01,069,Alabama,Houston County,101547
01,071,Alabama,Jackson County,53227
01,073,Alabama,Jefferson County,658466
01,075,Alabama,Lamar County,14564
01,077,Alabama,Lauderdale County,92709
01,079,Alabama,Lawrence County,34339
01,081,Alabama,Lee County,140247
01,083,Alabama,Limestone County,82782
01,085,Alabama,Lowndes County,11299
01,087,Alabama,Macon County,21452
01,089,Alabama,Madison County,334811
01,091,Alabama,Marengo County,21027
01,093,Alabama,Marion County,30776
01,095,Alabama,Marshall County,93019
01,097,Alabama,Mobile County,412992
01,099,Alabama,Monroe County,23068
01,101,Alabama,Montgomery County,229363
01,103,Alabama,Morgan County,119490
01,105,Alabama,Perry County,10591
01,107,Alabama,Pickens County,19746
01,109,Alabama,Pike County,32899
01,111,Alabama,Randolph County,22913
01,113,Alabama,Russell County,52947
01,115,Alabama,St. Clair County,83593
01,117,Alabama,Shelby County,195085
01,119,Alabama,Sumter County,13763
01,121,Alabama,Talladega County,82291
01,123,Alabama,Tallapoosa County,41616
01,125,Alabama,Tuscaloosa County,194656
01,127,Alabama,Walker County,67023
01,129,Alabama,Washington County,17581
01,131,Alabama,Wilcox County,11670
01,133,Alabama,Winston County,24484
02,013,Alaska,Aleutians East Borough,3141
02,016,Alaska,Aleutians West Census Area,5561
02,020,Alaska,Anchorage Municipality,291826
02,050,Alaska,Bethel Census Area,17013
02,060,Alaska,Bristol Bay Borough,997
02,068,Alaska,Denali Borough,1826
02,070,Alaska,Dillingham Census Area,4847
02,090,Alaska,Fairbanks North Star Borough,97581
02,100,Alaska,Haines Borough,2508
02,105,Alaska,Hoonah-Angoon Census Area,2150
02,110,Alaska,Juneau City and Borough,31275
02,122,Alaska,Kenai Peninsula Borough,55400
02,130,Alaska,Ketchikan Gateway Borough,13477
02,150,Alaska,Kodiak Island Borough,13592
02,164,Alaska,Lake and Peninsula Borough,1631
02,170,Alaska,Matanuska-Susitna Borough,88995
02,180,Alaska,Nome Census Area,9492
02,185,Alaska,North Slope Borough,9430
02,188,Alaska,Northwest Arctic Borough,7523
02,195,Alaska,Petersburg Census Area,3815
02,198,Alaska,Prince of Wales-Hyder Census Area,5559
02,220,Alaska,Sitka City and Borough,8881
02,230,Alaska,Skagway Municipality,968
02,240,Alaska,Southeast Fairbanks Census Area,7029
02,261,Alaska,Valdez-Cordova Census Area,9636
02,270,Alaska,Wade Hampton Census Area,7459
02,275,Alaska,Wrangell City and Borough,2369
02,282,Alaska,Yakutat City and Borough,662
02,290,Alaska,Yukon-Koyukuk Census Area,5588
04,001,Arizona,Apache County,71518
04,003,Arizona,Cochise County,131346
04,005,Arizona,Coconino County,134421
04,007,Arizona,Gila County,53597
04,009,Arizona,Graham County,37220
04,011,Arizona,Greenlee County,8437
04,012,Arizona,La Paz County,20489
04,013,Arizona,Maricopa County,3817117
04,015,Arizona,Mohave County,200186
04,017,Arizona,Navajo County,107449
04,019,Arizona,Pima County,980263
04,021,Arizona,Pinal County,375770
04,023,Arizona,Santa Cruz County,47420
04,025,Arizona,Yavapai County,211033
04,027,Arizona,Yuma County,195751
05,001,Arkansas,Arkansas County,19019
05,003,Arkansas,Ashley County,21853
05,005,Arkansas,Baxter County,41513
05,007,Arkansas,Benton County,221339
05,009,Arkansas,Boone County,36903
05,011,Arkansas,Bradley County,11508
05,013,Arkansas,Calhoun County,5368
05,015,Arkansas,Carroll County,27446
05,017,Arkansas,Chicot County,11800
05,019,Arkansas,Clark County,22995
05,021,Arkansas,Clay County,16083
05,023,Arkansas,Cleburne County,25970
05,025,Arkansas,Cleveland County,8689
05,027,Arkansas,Columbia County,24552
05,029,Arkansas,Conway County,21273
05,031,Arkansas,Craighead County,96443
05,033,Arkansas,Crawford County,61948
05,035,Arkansas,Crittenden County,50902
05,037,Arkansas,Cross County,17870
05,039,Arkansas,Dallas County,8116
05,041,Arkansas,Desha County,13008
05,043,Arkansas,Drew County,18509
05,045,Arkansas,Faulkner County,113237
05,047,Arkansas,Franklin County,18125
05,049,Arkansas,Fulton County,12245
05,051,Arkansas,Garland County,96024
05,053,Arkansas,Grant County,17853
05,055,Arkansas,Greene County,42090
05,057,Arkansas,Hempstead County,22609
05,059,Arkansas,Hot Spring County,32923
05,061,Arkansas,Howard County,13789
05,063,Arkansas,Independence County,36647
05,065,Arkansas,Izard County,13696
05,067,Arkansas,Jackson County,17997
05,069,Arkansas,Jefferson County,77435
05,071,Arkansas,Johnson County,25540
05,073,Arkansas,Lafayette County,7645
05,075,Arkansas,Lawrence County,17415
05,077,Arkansas,Lee County,10424
05,079,Arkansas,Lincoln County,14134
05,081,Arkansas,Little River County,13171
05,083,Arkansas,Logan County,22353
05,085,Arkansas,Lonoke County,68356
05,087,Arkansas,Madison County,15717
05,089,Arkansas,Marion County,16653
05,091,Arkansas,Miller County,43462
05,093,Arkansas,Mississippi County,46480
05,095,Arkansas,Monroe County,8149
05,097,Arkansas,Montgomery County,9487
05,099,Arkansas,Nevada County,8997
05,101,Arkansas,Newton County,8330
05,103,Arkansas,Ouachita County,26120
05,105,Arkansas,Perry County,10445
05,107,Arkansas,Phillips County,21757
05,109,Arkansas,Pike County,11291
05,111,Arkansas,Poinsett County,24583
05,113,Arkansas,Polk County,20662
05,115,Arkansas,Pope County,61754
05,117,Arkansas,Prairie County,8715
05,119,Arkansas,Pulaski County,382748
05,121,Arkansas,Randolph County,17969
05,123,Arkansas,St. Francis County,28258
05,125,Arkansas,Saline County,107118
05,127,Arkansas,Scott County,11233
05,129,Arkansas,Searcy County,8195
05,131,Arkansas,Sebastian County,125744
05,133,Arkansas,Sevier County,17058
05,135,Arkansas,Sharp County,17264
05,137,Arkansas,Stone County,12394
05,139,Arkansas,Union County,41639
05,141,Arkansas,Van Buren County,17295
05,143,Arkansas,Washington County,203065
05,145,Arkansas,White County,77076
05,147,Arkansas,Woodruff County,7260
05,149,Arkansas,Yell County,22185
06,001,California,Alameda County,1510271
06,003,California,Alpine County,1175
06,005,California,Amador County,38091
06,007,California,Butte County,220000
06,009,California,Calaveras County,45578
06,011,California,Colusa County,21419
06,013,California,Contra Costa County,1049025
06,015,California,Del Norte County,28610
06,017,California,El Dorado County,181058
06,019,California,Fresno County,930450
06,021,California,Glenn County,28122
06,023,California,Humboldt County,134623
06,025,California,Imperial County,174528
06,027,California,Inyo County,18546
06,029,California,Kern County,839631
06,031,California,Kings County,152982
06,033,California,Lake County,64665
06,035,California,Lassen County,34895
06,037,California,Los Angeles County,9818605
06,039,California,Madera County,150865
06,041,California,Marin County,252409
06,043,California,Mariposa County,18251
06,045,California,Mendocino County,87841
06,047,California,Merced County,255793
06,049,California,Modoc County,9686
06,051,California,Mono County,14202
06,053,California,Monterey County,415057
06,055,California,Napa County,136484
06,057,California,Nevada County,98764
06,059,California,Orange County,3010232
06,061,California,Placer County,348432
06,063,California,Plumas County,20007
06,065,California,Riverside County,2189641
06,067,California,Sacramento County,1418788
06,069,California,San Benito County,55269
06,071,California,San Bernardino County,2035210
06,073,California,San Diego County,3095313
06,075,California,San Francisco County,805235
06,077,California,San Joaquin County,685306
06,079,California,San Luis Obispo County,269637
06,081,California,San Mateo County,718451
06,083,California,Santa Barbara County,423895
06,085,California,Santa Clara County,1781642
06,087,California,Santa Cruz County,262382
06,089,California,Shasta County,177223
06,091,California,Sierra County,3240
06,093,California,Siskiyou County,44900
06,095,California,Solano County,413344
06,097,California,Sonoma County,483878
06,099,California,Stanislaus County,514453
06,101,California,Sutter County,94737
06,103,California,Tehama County,63463
06,105,California,Trinity County,13786
06,107,California,Tulare County,442179
06,109,California,Tuolumne County,55365
06,111,California,Ventura County,823318
06,113,California,Yolo County,200849
06,115,California,Yuba County,72155
08,001,Colorado,Adams County,441603
08,003,Colorado,Alamosa County,15445
08,005,Colorado,Arapahoe County,572003
08,007,Colorado,Archuleta County,12084
08,009,Colorado,Baca County,3788
08,011,Colorado,Bent County,6499
08,013,Colorado,Boulder County,294567
08,014,Colorado,Broomfield County,55889
08,015,Colorado,Chaffee County,17809
08,017,Colorado,Cheyenne County,1836
08,019,Colorado,Clear Creek County,9088
08,021,Colorado,Conejos County,8256
08,023,Colorado,Costilla County,3524
08,025,Colorado,Crowley County,5823
08,027,Colorado,Custer County,4255
08,029,Colorado,Delta County,30952
08,031,Colorado,Denver County,600158
08,033,Colorado,Dolores County,2064
08,035,Colorado,Douglas County,285465
08,037,Colorado,Eagle County,52197
08,039,Colorado,Elbert County,23086
08,041,Colorado,El Paso County,622263
08,043,Colorado,Fremont County,46824
08,045,Colorado,Garfield County,56389
08,047,Colorado,Gilpin County,5441
08,049,Colorado,Grand County,14843
08,051,Colorado,Gunnison County,15324
08,053,Colorado,Hinsdale County,843
08,055,Colorado,Huerfano County,6711
08,057,Colorado,Jackson County,1394
08,059,Colorado,Jefferson County,534543
08,061,Colorado,Kiowa County,1398
08,063,Colorado,Kit Carson County,8270
08,065,Colorado,Lake County,7310
08,067,Colorado,La Plata County,51334
08,069,Colorado,Larimer County,299630
08,071,Colorado,Las Animas County,15507
08,073,Colorado,Lincoln County,5467
08,075,Colorado,Logan County,22709
08,077,Colorado,Mesa County,146723
08,079,Colorado,Mineral County,712
08,081,Colorado,Moffat County,13795
08,083,Colorado,Montezuma County,25535
08,085,Colorado,Montrose County,41276
08,087,Colorado,Morgan County,28159
08,089,Colorado,Otero County,18831
08,091,Colorado,Ouray County,4436
08,093,Colorado,Park County,16206
08,095,Colorado,Phillips County,4442
08,097,Colorado,Pitkin County,17148
08,099,Colorado,Prowers County,12551
08,101,Colorado,Pueblo County,159063
08,103,Colorado,Rio Blanco County,6666
08,105,Colorado,Rio Grande County,11982
08,107,Colorado,Routt County,23509
08,109,Colorado,Saguache County,6108
08,111,Colorado,San Juan County,699
08,113,Colorado,San Miguel County,7359
08,115,Colorado,Sedgwick County,2379
08,117,Colorado,Summit County,27994
08,119,Colorado,Teller County,23350
08,121,Colorado,Washington County,4814
08,123,Colorado,Weld County,252825
08,125,Colorado,Yuma County,10043
09,001,Connecticut,Fairfield County,916829
09,003,Connecticut,Hartford County,894014
09,005,Connecticut,Litchfield County,189927
09,007,Connecticut,Middlesex County,165676
09,009,Connecticut,New Haven County,862477
09,011,Connecticut,New London County,274055
09,013,Connecticut,Tolland County,152691
09,015,Connecticut,Windham County,118428
10,001,Delaware,Kent County,162310
10,003,Delaware,New Castle County,538479
10,005,Delaware,Sussex County,197145
11,001,District of Columbia,District of Columbia,601723
12,001,Florida,Alachua County,247336
12,003,Florida,Baker County,27115
12,005,Florida,Bay County,168852
12,007,Florida,Bradford County,28520
12,009,Florida,Brevard County,543376
12,011,Florida,Broward County,1748066
12,013,Florida,Calhoun County,14625
12,015,Florida,Charlotte County,159978
12,017,Florida,Citrus County,141236
12,019,Florida,Clay County,190865
12,021,Florida,Collier County,321520
12,023,Florida,Columbia County,67531
12,027,Florida,DeSoto County,34862
12,029,Florida,Dixie County,16422
12,031,Florida,Duval County,864263
12,033,Florida,Escambia County,297619
12,035,Florida,Flagler County,95696
12,037,Florida,Franklin County,11549
12,039,Florida,Gadsden County,46389
12,041,Florida,Gilchrist County,16939
12,043,Florida,Glades County,12884
12,045,Florida,Gulf County,15863
12,047,Florida,Hamilton County,14799
12,049,Florida,Hardee County,27731
12,051,Florida,Hendry County,39140
12,053,Florida,Hernando County,172778
12,055,Florida,Highlands County,98786
12,057,Florida,Hillsborough County,1229226
12,059,Florida,Holmes County,19927
12,061,Florida,Indian River County,138028
12,063,Florida,Jackson County,49746
12,065,Florida,Jefferson County,14761
12,067,Florida,Lafayette County,8870
12,069,Florida,Lake County,297052
12,071,Florida,Lee County,618754
12,073,Florida,Leon County,275487
12,075,Florida,Levy County,40801
12,077,Florida,Liberty County,8365
12,079,Florida,Madison County,19224
12,081,Florida,Manatee County,322833
12,083,Florida,Marion County,331298
12,085,Florida,Martin County,146318
12,086,Florida,Miami-Dade County,2496435
12,087,Florida,Monroe County,73090
12,089,Florida,Nassau County,73314
12,091,Florida,Okaloosa County,180822
12,093,Florida,Okeechobee County,39996
12,095,Florida,Orange County,1145956
12,097,Florida,Osceola County,268685
12,099,Florida,Palm Beach County,1320134
12,101,Florida,Pasco County,464697
12,103,Florida,Pinellas County,916542
12,105,Florida,Polk County,602095
12,107,Florida,Putnam County,74364
12,109,Florida,St. Johns County,190039
12,111,Florida,St. Lucie County,277789
12,113,Florida,Santa Rosa County,151372
12,115,Florida,Sarasota County,379448
12,117,Florida,Seminole County,422718
12,119,Florida,Sumter County,93420
12,121,Florida,Suwannee County,41551
12,123,Florida,Taylor County,22570
12,125,Florida,Union County,15535
12,127,Florida,Volusia County,494593
12,129,Florida,Wakulla County,30776
12,131,Florida,Walton County,55043
12,133,Florida,Washington County,24896
13,001,Georgia,Appling County,18236
13,003,Georgia,Atkinson County,8375
13,005,Georgia,Bacon County,11096
13,007,Georgia,Baker County,3451
13,009,Georgia,Baldwin County,45720
13,011,Georgia,Banks County,18395
13,013,Georgia,Barrow County,69367
13,015,Georgia,Bartow County,100157
13,017,Georgia,Ben Hill County,17634
13,019,Georgia,Berrien County,19286
13,021,Georgia,Bibb County,155547
13,023,Georgia,Bleckley County,13063
13,025,Georgia,Brantley County,18411
13,027,Georgia,Brooks County,16243
13,029,Georgia,Bryan County,30233
13,031,Georgia,Bulloch County,70217
13,033,Georgia,Burke County,23316
13,035,Georgia,Butts County,23655
13,037,Georgia,Calhoun County,6694
13,039,Georgia,Camden County,50513
13,043,Georgia,Candler County,10998
13,045,Georgia,Carroll County,110527
13,047,Georgia,Catoosa County,63942
13,049,Georgia,Charlton County,12171
13,051,Georgia,Chatham County,265128
13,053,Georgia,Chattahoochee County,11267
13,055,Georgia,Chattooga County,26015
13,057,Georgia,Cherokee County,214346
13,059,Georgia,Clarke County,116714
13,061,Georgia,Clay County,3183
13,063,Georgia,Clayton County,259424
13,065,Georgia,Clinch County,6798
13,067,Georgia,Cobb County,688078
13,069,Georgia,Coffee County,42356
13,071,Georgia,Colquitt County,45498
13,073,Georgia,Columbia County,124053
13,075,Georgia,Cook County,17212
13,077,Georgia,Coweta County,127317
13,079,Georgia,Crawford County,12630
13,081,Georgia,Crisp County,23439
13,083,Georgia,Dade County,16633
13,085,Georgia,Dawson County,22330
13,087,Georgia,Decatur County,27842
13,089,Georgia,DeKalb County,691893
13,091,Georgia,Dodge County,21796
13,093,Georgia,Dooly County,14918
13,095,Georgia,Dougherty County,94565
13,097,Georgia,Douglas County,132403
13,099,Georgia,Early County,11008
13,101,Georgia,Echols County,4034
13,103,Georgia,Effingham County,52250
13,105,Georgia,Elbert County,20166
13,107,Georgia,Emanuel County,22598
13,109,Georgia,Evans County,11000
13,111,Georgia,Fannin County,23682
13,113,Georgia,Fayette County,106567
13,115,Georgia,Floyd County,96317
13,117,Georgia,Forsyth County,175511
13,119,Georgia,Franklin County,22084
13,121,Georgia,Fulton County,920581
13,123,Georgia,Gilmer County,28292
13,125,Georgia,Glascock County,3082
13,127,Georgia,Glynn County,79626
13,129,Georgia,Gordon County,55186
13,131,Georgia,Grady County,25011
13,133,Georgia,Greene County,15994
13,135,Georgia,Gwinnett County,805321
13,137,Georgia,Habersham County,43041
13,139,Georgia,Hall County,179684
13,141,Georgia,Hancock County,9429
13,143,Georgia,Haralson County,28780
13,145,Georgia,Harris County,32024
13,147,Georgia,Hart County,25213
13,149,Georgia,Heard County,11834
13,151,Georgia,Henry County,203922
13,153,Georgia,Houston County,139900
13,155,Georgia,Irwin County,9538
13,157,Georgia,Jackson County,60485
13,159,Georgia,Jasper County,13900
13,161,Georgia,Jeff Davis County,15068
13,163,Georgia,Jefferson County,16930
13,165,Georgia,Jenkins County,8340
13,167,Georgia,Johnson County,9980
13,169,Georgia,Jones County,28669
13,171,Georgia,Lamar County,18317
13,173,Georgia,Lanier County,10078
13,175,Georgia,Laurens County,48434
13,177,Georgia,Lee County,28298
13,179,Georgia,Liberty County,63453
13,181,Georgia,Lincoln County,7996
13,183,Georgia,Long County,14464
13,185,Georgia,Lowndes County,109233
13,187,Georgia,Lumpkin County,29966
13,189,Georgia,McDuffie County,21875
13,191,Georgia,McIntosh County,14333
13,193,Georgia,Macon County,14740
13,195,Georgia,Madison County,28120
13,197,Georgia,Marion County,8742
13,199,Georgia,Meriwether County,21992
13,201,Georgia,Miller County,6125
13,205,Georgia,Mitchell County,23498
13,207,Georgia,Monroe County,26424
13,209,Georgia,Montgomery County,9123
13,211,Georgia,Morgan County,17868
13,213,Georgia,Murray County,39628
13,215,Georgia,Muscogee County,189885
13,217,Georgia,Newton County,99958
13,219,Georgia,Oconee County,32808
13,221,Georgia,Oglethorpe County,14899
13,223,Georgia,Paulding County,142324
13,225,Georgia,Peach County,27695
13,227,Georgia,Pickens County,29431
13,229,Georgia,Pierce County,18758
13,231,Georgia,Pike County,17869
13,233,Georgia,Polk County,41475
13,235,Georgia,Pulaski County,12010
13,237,Georgia,Putnam County,21218
13,239,Georgia,Quitman County,2513
13,241,Georgia,Rabun County,16276
13,243,Georgia,Randolph County,7719
13,245,Georgia,Richmond County,200549
13,247,Georgia,Rockdale County,85215
13,249,Georgia,Schley County,5010
13,251,Georgia,Screven County,14593
13,253,Georgia,Seminole County,8729
13,255,Georgia,Spalding County,64073
13,257,Georgia,Stephens County,26175
13,259,Georgia,Stewart County,6058
13,261,Georgia,Sumter County,32819
13,263,Georgia,Talbot County,6865
13,265,Georgia,Taliaferro County,1717
13,267,Georgia,Tattnall County,25520
13,269,Georgia,Taylor County,8906
13,271,Georgia,Telfair County,16500
13,273,Georgia,Terrell County,9315
13,275,Georgia,Thomas County,44720
13,277,Georgia,Tift County,40118
13,279,Georgia,Toombs County,27223
13,281,Georgia,Towns County,10471
13,283,Georgia,Treutlen County,6885
13,285,Georgia,Troup County,67044
13,287,Georgia,Turner County,8930
13,289,Georgia,Twiggs County,9023
13,291,Georgia,Union County,21356
13,293,Georgia,Upson County,27153
13,295,Georgia,Walker County,68756
13,297,Georgia,Walton County,83768
13,299,Georgia,Ware County,36312
13,301,Georgia,Warren County,5834
13,303,Georgia,Washington County,21187
13,305,Georgia,Wayne County,30099
13,307,Georgia,Webster County,2799
13,309,Georgia,Wheeler County,7421
13,311,Georgia,White County,27144
13,313,Georgia,Whitfield County,102599
13,315,Georgia,Wilcox County,9255
13,317,Georgia,Wilkes County,10593
13,319,Georgia,Wilkinson County,9563
13,321,Georgia,Worth County,21679
15,001,Hawaii,Hawaii County,185079
15,003,Hawaii,Honolulu County,953207
15,005,Hawaii,Kalawao County,90
15,007,Hawaii,Kauai County,67091
15,009,Hawaii,Maui County,154834
16,001,Idaho,Ada County,392365
16,003,Idaho,Adams County,3976
16,005,Idaho,Bannock County,82839
16,007,Idaho,Bear Lake County,5986
16,009,Idaho,Benewah County,9285
16,011,Idaho,Bingham County,45607
16,013,Idaho,Blaine County,21376
16,015,Idaho,Boise County,7028
16,017,Idaho,Bonner County,40877
16,019,Idaho,Bonneville County,104234
16,021,Idaho,Boundary County,10972
16,023,Idaho,Butte County,2891
16,025,Idaho,Camas County,1117
16,027,Idaho,Canyon County,188923
16,029,Idaho,Caribou County,6963
16,031,Idaho,Cassia County,22952
16,033,Idaho,Clark County,982
16,035,Idaho,Clearwater County,8761
16,037,Idaho,Custer County,4368
16,039,Idaho,Elmore County,27038
16,041,Idaho,Franklin County,12786
16,043,Idaho,Fremont County,13242
16,045,Idaho,Gem County,16719
16,047,Idaho,Gooding County,15464
16,049,Idaho,Idaho County,16267
16,051,Idaho,Jefferson County,26140
16,053,Idaho,Jerome County,22374
16,055,Idaho,Kootenai County,138494
16,057,Idaho,Latah County,37244
16,059,Idaho,Lemhi County,7936
16,061,Idaho,Lewis County,3821
16,063,Idaho,Lincoln County,5208
16,065,Idaho,Madison County,37536
16,067,Idaho,Minidoka County,20069
16,069,Idaho,Nez Perce County,39265
16,071,Idaho,Oneida County,4286
16,073,Idaho,Owyhee County,11526
16,075,Idaho,Payette County,22623
16,077,Idaho,Power County,7817
16,079,Idaho,Shoshone County,12765
16,081,Idaho,Teton County,10170
16,083,Idaho,Twin Falls County,77230
16,085,Idaho,Valley County,9862
16,087,Idaho,Washington County,10198
17,001,Illinois,Adams County,67103
17,003,Illinois,Alexander County,8238
17,005,Illinois,Bond County,17768
17,007,Illinois,Boone County,54165
17,009,Illinois,Brown County,6937
17,011,Illinois,Bureau County,34978
17,013,Illinois,Calhoun County,5089
17,015,Illinois,Carroll County,15387
17,017,Illinois,Cass County,13642
17,019,Illinois,Champaign County,201081
17,021,Illinois,Christian County,34800
17,023,Illinois,Clark County,16335
17,025,Illinois,Clay County,13815
17,027,Illinois,Clinton County,37762
17,029,Illinois,Coles County,53873
17,031,Illinois,Cook County,5194675
17,033,Illinois,Crawford County,19817
17,035,Illinois,Cumberland County,11048
17,037,Illinois,DeKalb County,105160
17,039,Illinois,De Witt County,16561
17,041,Illinois,Douglas County,19980
17,043,Illinois,DuPage County,916924
17,045,Illinois,Edgar County,18576
17,047,Illinois,Edwards County,6721
17,049,Illinois,Effingham County,34242
17,051,Illinois,Fayette County,22140
17,053,Illinois,Ford County,14081
17,055,Illinois,Franklin County,39561
17,057,Illinois,Fulton County,37069
17,059,Illinois,Gallatin County,5589
17,061,Illinois,Greene County,13886
17,063,Illinois,Grundy County,50063
17,065,Illinois,Hamilton County,8457
17,067,Illinois,Hancock County,19104
17,069,Illinois,Hardin County,4320
17,071,Illinois,Henderson County,7331
17,073,Illinois,Henry County,50486
17,075,Illinois,Iroquois County,29718
17,077,Illinois,Jackson County,60218
17,079,Illinois,Jasper County,9698
17,081,Illinois,Jefferson County,38827
17,083,Illinois,Jersey County,22985
17,085,Illinois,Jo Daviess County,22678
17,087,Illinois,Johnson County,12582
17,089,Illinois,Kane County,515269
17,091,Illinois,Kankakee County,113449
17,093,Illinois,Kendall County,114736
17,095,Illinois,Knox County,52919
17,097,Illinois,Lake County,703462
17,099,Illinois,LaSalle County,113924
17,101,Illinois,Lawrence County,16833
17,103,Illinois,Lee County,36031
17,105,Illinois,Livingston County,38950
17,107,Illinois,Logan County,30305
17,109,Illinois,McDonough County,32612
17,111,Illinois,McHenry County,308760
17,113,Illinois,McLean County,169572
17,115,Illinois,Macon County,110768
17,117,Illinois,Macoupin County,47765
17,119,Illinois,Madison County,269282
17,121,Illinois,Marion County,39437
17,123,Illinois,Marshall County,12640
17,125,Illinois,Mason County,14666
17,127,Illinois,Massac County,15429
17,129,Illinois,Menard County,12705
17,131,Illinois,Mercer County,16434
17,133,Illinois,Monroe County,32957
17,135,Illinois,Montgomery County,30104
17,137,Illinois,Morgan County,35547
17,139,Illinois,Moultrie County,14846
17,141,Illinois,Ogle County,53497
17,143,Illinois,Peoria County,186494
17,145,Illinois,Perry County,22350
17,147,Illinois,Piatt County,16729
17,149,Illinois,Pike County,16430
17,151,Illinois,Pope County,4470
17,153,Illinois,Pulaski County,6161
17,155,Illinois,Putnam County,6006
17,157,Illinois,Randolph County,33476
17,159,Illinois,Richland County,16233
17,161,Illinois,Rock Island County,147546
17,163,Illinois,St. Clair County,270056
17,165,Illinois,Saline County,24913
17,167,Illinois,Sangamon County,197465
17,169,Illinois,Schuyler County,7544
17,171,Illinois,Scott County,5355
17,173,Illinois,Shelby County,22363
17,175,Illinois,Stark County,5994
17,177,Illinois,Stephenson County,47711
17,179,Illinois,Tazewell County,135394
17,181,Illinois,Union County,17808
17,183,Illinois,Vermilion County,81625
17,185,Illinois,Wabash County,11947
17,187,Illinois,Warren County,17707
17,189,Illinois,Washington County,14716
17,191,Illinois,Wayne County,16760
17,193,Illinois,White County,14665
17,195,Illinois,Whiteside County,58498
17,197,Illinois,Will County,677560
17,199,Illinois,Williamson County,66357
17,201,Illinois,Winnebago County,295266
17,203,Illinois,Woodford County,38664
18,001,Indiana,Adams County,34387
18,003,Indiana,Allen County,355329
18,005,Indiana,Bartholomew County,76794
18,007,Indiana,Benton County,8854
18,009,Indiana,Blackford County,12766
18,011,Indiana,Boone County,56640
18,013,Indiana,Brown County,15242
18,015,Indiana,Carroll County,20155
18,017,Indiana,Cass County,38966
18,019,Indiana,Clark County,110232
18,021,Indiana,Clay County,26890
18,023,Indiana,Clinton County,33224
18,025,Indiana,Crawford County,10713
18,027,Indiana,Daviess County,31648
18,029,Indiana,Dearborn County,50047
18,031,Indiana,Decatur County,25740
18,033,Indiana,DeKalb County,42223
18,035,Indiana,Delaware County,117671
18,037,Indiana,Dubois County,41889
18,039,Indiana,Elkhart County,197559
18,041,Indiana,Fayette County,24277
18,043,Indiana,Floyd County,74578
18,045,Indiana,Fountain County,17240
18,047,Indiana,Franklin County,23087
18,049,Indiana,Fulton County,20836
18,051,Indiana,Gibson County,33503
18,053,Indiana,Grant County,70061
18,055,Indiana,Greene County,33165
18,057,Indiana,Hamilton County,274569
18,059,Indiana,Hancock County,70002
18,061,Indiana,Harrison County,39364
18,063,Indiana,Hendricks County,145448
18,065,Indiana,Henry County,49462
18,067,Indiana,Howard County,82752
18,069,Indiana,Huntington County,37124
18,071,Indiana,Jackson County,42376
18,073,Indiana,Jasper County,33478
18,075,Indiana,Jay County,21253
18,077,Indiana,Jefferson County,32428
18,079,Indiana,Jennings County,28525
18,081,Indiana,Johnson County,139654
18,083,Indiana,Knox County,38440
18,085,Indiana,Kosciusko County,77358
18,087,Indiana,LaGrange County,37128
18,089,Indiana,Lake County,496005
18,091,Indiana,LaPorte County,111467
18,093,Indiana,Lawrence County,46134
18,095,Indiana,Madison County,131636
18,097,Indiana,Marion County,903393
18,099,Indiana,Marshall County,47051
18,101,Indiana,Martin County,10334
18,103,Indiana,Miami County,36903
18,105,Indiana,Monroe County,137974
18,107,Indiana,Montgomery County,38124
18,109,Indiana,Morgan County,68894
18,111,Indiana,Newton County,14244
18,113,Indiana,Noble County,47536
18,115,Indiana,Ohio County,6128
18,117,Indiana,Orange County,19840
18,119,Indiana,Owen County,21575
18,121,Indiana,Parke County,17339
18,123,Indiana,Perry County,19338
18,125,Indiana,Pike County,12845
18,127,Indiana,Porter County,164343
18,129,Indiana,Posey County,25910
18,131,Indiana,Pulaski County,13402
18,133,Indiana,Putnam County,37963
18,135,Indiana,Randolph County,26171
18,137,Indiana,Ripley County,28818
18,139,Indiana,Rush County,17392
18,141,Indiana,St. Joseph County,266931
18,143,Indiana,Scott County,24181
18,145,Indiana,Shelby County,44436
18,147,Indiana,Spencer County,20952
18,149,Indiana,Starke County,23363
18,151,Indiana,Steuben County,34185
18,153,Indiana,Sullivan County,21475
